hypothesis,variant_id,exit,n_signals,setting,n,days,mean,median,win,ci_lo,ci_hi,mean_no_top3,sol_weighted,via_pool_share
H01,"H01|V=10;N=25;T=60|XR",XR,3808,L10,2848,21,-0.14354000300347441,-0.2515563479743553,0.1309691011235955,-0.16602554172883832,-0.11727952305446807,-0.15237127327560343,-0.15509404287003328,0.0052668539325842695
H01,"H01|V=10;N=25;T=60|XG",XG,3808,KILL,3767,21,-0.14567493997620268,-0.3195682304362967,0.05256172020175206,-0.18552341101193137,-0.10252018708511104,-0.15109536909535465,-0.145683446984047,0.002920095566764003
H01,"H01|V=10;N=25;T=60|XG",XG,3808,PRIMARY,3117,21,-0.21626327535003065,-0.3576219405807415,0.05261469361565608,-0.25380911229083414,-0.1750146025680687,-0.22434642509539302,-0.22042430801908597,0.004491498235482836
H01,"H01|V=10;N=25;T=60|XG",XG,3808,NOINS,3117,21,-0.21681263157527383,-0.3584485016319223,0.05325633622072506,-0.25449379151960105,-0.17554161521414993,-0.2248962879559514,-0.22090431601076346,0.004491498235482836
H01,"H01|V=10;N=25;T=60|XG",XG,3808,L10,2848,21,-0.18727837299460012,-0.3020519284960753,0.04845505617977528,-0.2156661259043793,-0.1588067476288066,-0.19795649840714621,-0.20303606337925542,0.0052668539325842695
H01,"H01|V=10;N=25;T=300|XT60",XT60,4170,KILL,4129,21,-0.08332042173675448,-0.39758643848564745,0.2957132477597481,-0.12438787676600646,-0.040202157992810954,-0.0881467039147123,-0.08332351427916145,0.006539113586824897
H01,"H01|V=10;N=25;T=300|XT60",XT60,4170,PRIMARY,3448,21,-0.1174484768722439,-0.3054653917437316,0.2526102088167053,-0.15004635773487707,-0.0827454799873211,-0.1225521430320514,-0.11693099646593945,0.0020301624129930394
H01,"H01|V=10;N=25;T=300|XT60",XT60,4170,NOINS,3448,21,-0.11921534036091012,-0.3072460775868314,0.25203016241299303,-0.15177978726482172,-0.08454165167646056,-0.12432041096197943,-0.11868746949578186,0.0020301624129930394
H01,"H01|V=10;N=25;T=300|XT60",XT60,4170,L10,3159,21,-0.09864297012637267,-0.15232258967502485,0.21652421652421652,-0.11691598888483463,-0.07806661868959613,-0.10540441735880264,-0.10322640931935154,0.000949667616334283
H01,"H01|V=10;N=25;T=300|XT300",XT300,4170,KILL,4129,21,-0.1759027679396696,-0.47209672155614146,0.17268103657059822,-0.21553511203100928,-0.13348772384594285,-0.18100570086488532,-0.17590744559338586,0.014773552918382175
H01,"H01|V=10;N=25;T=300|XT300",XT300,4170,PRIMARY,3448,21,-0.1987642823892718,-0.4386795454089868,0.1531322505800464,-0.23394269974148948,-0.15850893288613568,-0.20552063671089726,-0.20094338465910194,0.008700696055684454
H01,"H01|V=10;N=25;T=300|XT300",XT300,4170,NOINS,3448,21,-0.19995986550334746,-0.4396209311018717,0.15226218097447797,-0.235153983070175,-0.15972018693371579,-0.20671726093856801,-0.20210222513090503,0.008700696055684454
H01,"H01|V=10;N=25;T=300|XT300",XT300,4170,L10,3159,21,-0.1472082010074257,-0.286968178090476,0.14213358657803102,-0.1728728706795905,-0.1161657460569785,-0.15706367716220837,-0.16012413719316418,0.005064893953782843
H01,"H01|V=10;N=25;T=300|XT1800",XT1800,4170,KILL,4129,21,-0.23233972875680378,-0.4824398288642356,0.0881569387260838,-0.2775420883361578,-0.18292867903680698,-0.23753586003238902,-0.23235847186640693,0.02954710583676435
H01,"H01|V=10;N=25;T=300|XT1800",XT1800,4170,PRIMARY,3448,21,-0.23946434804397002,-0.46513106243441893,0.08004640371229699,-0.2787504115774941,-0.19562288335754927,-0.24740220199464566,-0.24483956072099508,0.02117169373549884
