hypothesis,variant_id,exit,n_signals,setting,n,days,mean,median,win,ci_lo,ci_hi,mean_no_top3,sol_weighted,via_pool_share
H01,"H01|V=20;N=25;T=60|XR",XR,180,L10,135,7,-0.065621850550164,-0.18147410504839945,0.2962962962962963,-0.19148893593629207,0.08247474454865115,-0.1284508083825429,-0.09133095713287748,0.022222222222222223
H01,"H01|V=20;N=25;T=60|XG",XG,180,KILL,179,7,-0.08903699638921041,-0.3337953932640167,0.12849162011173185,-0.19970312378013302,0.05294093311531305,-0.15852053141043806,-0.08909897765842015,0.0111731843575419
H01,"H01|V=20;N=25;T=60|XG",XG,180,PRIMARY,149,7,-0.16424702935606628,-0.4088512905445542,0.12751677852348994,-0.3094147072621055,-0.030711737004535278,-0.2818285327346899,-0.18404357130071872,0.020134228187919462
H01,"H01|V=20;N=25;T=60|XG",XG,180,NOINS,149,7,-0.1643124572852798,-0.4100705435500676,0.12751677852348994,-0.30927365469123136,-0.031036989638169594,-0.2818952977966685,-0.18397420350666527,0.020134228187919462
H01,"H01|V=20;N=25;T=60|XG",XG,180,L10,135,7,-0.17706649670510208,-0.3974709380598097,0.13333333333333333,-0.2666371043440999,-0.08216719150145062,-0.2850827172198439,-0.20489054799486406,0.02962962962962963
H01,"H01|V=20;N=25;T=300|XT60",XT60,213,KILL,212,7,0.012619977878030665,-0.12990411454558212,0.41037735849056606,-0.06032035282800172,0.07868774209039565,-0.03970919603153016,0.012646262978506167,0.018867924528301886
H01,"H01|V=20;N=25;T=300|XT60",XT60,213,PRIMARY,179,7,-0.0392650489203875,-0.1110638525926877,0.3854748603351955,-0.1626363374988276,0.07862025738783095,-0.09077636300433,-0.03299495629638813,0.00558659217877095
H01,"H01|V=20;N=25;T=300|XT60",XT60,213,NOINS,179,7,-0.04034822025722902,-0.11314442071318204,0.3854748603351955,-0.16379127787619896,0.07766026305660081,-0.09184290157637993,-0.03409307524774774,0.00558659217877095
H01,"H01|V=20;N=25;T=300|XT60",XT60,213,L10,163,7,-0.032001809509399855,-0.0847139927045727,0.3067484662576687,-0.1721834746715137,0.08202563825755134,-0.09859788275893332,-0.052031982283493865,0.006134969325153374
H01,"H01|V=20;N=25;T=300|XT300",XT300,213,KILL,212,7,-0.15052585464974005,-0.6575855081836725,0.24528301886792453,-0.2877993500448418,0.037122231287396036,-0.21060699194299845,-0.15056218290403225,0.05660377358490566
H01,"H01|V=20;N=25;T=300|XT300",XT300,213,PRIMARY,179,7,-0.16694034338273656,-0.6045660920909811,0.24581005586592178,-0.30639754641275596,-0.054041581985291194,-0.23847114383215737,-0.17167408918196325,0.0335195530726257
H01,"H01|V=20;N=25;T=300|XT300",XT300,213,NOINS,179,7,-0.1675085690798675,-0.6045883948419015,0.24581005586592178,-0.30687484571693274,-0.05469290274270663,-0.2390487786240759,-0.17222875596656698,0.0335195530726257
